transaction_id,customer_id,agent_id,merchant_id,transaction_type,amount,status,transaction_date,failure_reason,channel
TXN0004520,CUST00356,AGENT0012,MERCH0005,Bill Payment,295086.58,Success,2025-06-22 16:08:58,,Mobile App
TXN0004521,CUST00303,AGENT0017,MERCH0094,QR Payment,159746.51,Success,2025-05-03 00:55:10,,USSD
TXN0004522,CUST00479,AGENT0090,MERCH0026,Transfer,208365.18,Success,2025-03-09 03:06:02,,Mobile App
TXN0004523,CUST00675,AGENT0125,MERCH0002,Transfer,10901.57,Success,2024-09-04 01:32:50,,USSD
TXN0004524,CUST00337,AGENT0057,MERCH0005,QR Payment,63034.43,Failed,2025-02-24 15:59:40,,Mobile App
TXN0004525,CUST00110,AGENT0030,MERCH0021,Airtime Purchase,37115.2,Success,2024-10-18 10:13:27,,Web
TXN0004526,CUST00123,AGENT0147,MERCH0047,Transfer,187692.7,Success,2025-02-25 00:39:32,,Mobile App
TXN0004527,CUST00261,AGENT0018,MERCH0022,Transfer,265670.9,Success,2024-09-09 17:58:10,,Mobile App
TXN0004528,CUST00443,AGENT0102,MERCH0061,Transfer,83086.37,Success,2024-12-07 23:09:16,,Mobile App
TXN0004529,CUST00243,AGENT0121,MERCH0059,Transfer,229431.15,Success,2025-05-07 07:52:17,,POS
TXN0004530,CUST00491,AGENT0074,MERCH0097,QR Payment,19125.64,Success,2025-01-03 19:55:27,,Mobile App
TXN0004531,CUST00675,AGENT0017,MERCH0066,Wallet Top-up,129335.4,Success,2024-09-05 13:28:36,,Mobile App
TXN0004532,CUST00772,AGENT0135,MERCH0039,Bill Payment,30570.61,Failed,2025-01-15 15:52:46,,Mobile App
TXN0004533,CUST00068,AGENT0116,MERCH0028,Wallet Top-up,136217.88,Failed,2024-11-23 02:12:18,,USSD
TXN0004534,CUST00081,AGENT0128,MERCH0026,Wallet Top-up,233570.69,Success,2024-11-05 17:41:33,,POS
TXN0004535,CUST00088,AGENT0034,MERCH0064,Wallet Top-up,73256.9,Success,2025-02-24 07:31:26,Insufficient Funds,Mobile App
TXN0004536,CUST00545,AGENT0087,MERCH0072,Wallet Top-up,174908.83,Success,2024-10-02 00:38:30,,Mobile App
TXN0004537,CUST00579,AGENT0008,MERCH0012,Airtime Purchase,35445.44,Success,2025-01-27 02:40:18,Insufficient Funds,Mobile App
TXN0004538,CUST00140,AGENT0021,MERCH0088,POS Withdrawal,101381.09,Success,2024-10-04 15:04:40,,Mobile App
TXN0004539,CUST00427,AGENT0053,MERCH0062,QR Payment,217091.49,Success,2024-10-14 07:10:49,,Mobile App
TXN0004540,CUST00020,AGENT0142,MERCH0081,Wallet Top-up,229837.59,Success,2025-06-01 18:11:26,,POS
TXN0004541,CUST00319,AGENT0114,MERCH0058,Airtime Purchase,288889.96,Success,2025-01-13 09:25:00,,Mobile App
TXN0004542,CUST00720,AGENT0026,MERCH0039,Transfer,78908.75,Success,2024-08-24 08:25:36,,POS
TXN0004543,CUST00354,AGENT0084,MERCH0044,Wallet Top-up,228787.05,Success,2025-04-27 21:39:00,,Mobile App
TXN0004544,CUST00773,AGENT0085,MERCH0078,Transfer,261423.01,Success,2025-06-02 06:50:43,,Mobile App
TXN0004545,CUST00776,AGENT0129,MERCH0054,Transfer,122416.56,Success,2024-12-05 08:00:48,,Mobile App
TXN0004546,CUST00658,AGENT0134,MERCH0033,Transfer,168593.5,Success,2025-08-11 00:30:26,,Web
TXN0004547,CUST00150,AGENT0117,MERCH0005,Wallet Top-up,142359.43,Success,2024-10-21 16:40:02,,USSD
TXN0004548,CUST00539,AGENT0122,MERCH0062,QR Payment,194295.93,Success,2025-02-26 05:59:40,,Mobile App
TXN0004549,CUST00367,AGENT0060,MERCH0074,QR Payment,148230.09,Success,2025-01-15 03:15:03,,Mobile App
TXN0004550,CUST00655,AGENT0140,MERCH0041,Bill Payment,163837.02,Success,2025-02-27 16:10:27,,Mobile App
TXN0004551,CUST00377,AGENT0025,MERCH0026,Transfer,219864.83,Success,2024-09-03 16:10:47,,Mobile App
TXN0004552,CUST00553,AGENT0015,MERCH0025,Bill Payment,188174.52,Success,2024-10-11 00:04:45,Account Frozen,USSD
TXN0004553,CUST00424,AGENT0079,MERCH0023,Wallet Top-up,76068.89,Success,2025-03-01 01:50:00,,Mobile App
TXN0004554,CUST00316,AGENT0032,MERCH0085,Transfer,151560.52,Success,2024-10-09 16:32:34,,Mobile App
TXN0004555,CUST00211,AGENT0122,MERCH0026,QR Payment,35908.59,Failed,2025-02-04 05:05:24,,Mobile App
TXN0004556,CUST00645,AGENT0035,MERCH0076,Wallet Top-up,3107.58,Success,2025-01-21 21:57:13,,USSD
TXN0004557,CUST00574,AGENT0065,MERCH0084,Transfer,121767.17,Success,2024-12-21 15:16:05,,Mobile App
TXN0004558,CUST00078,AGENT0117,MERCH0011,Transfer,16245.55,Failed,2025-07-21 11:39:55,,POS
TXN0004559,CUST00670,AGENT0107,MERCH0059,Airtime Purchase,118102.69,Success,2025-02-03 13:59:05,,Mobile App
TXN0004560,CUST00358,AGENT0078,MERCH0098,QR Payment,78318.98,Success,2024-09-14 22:52:48,,Mobile App
TXN0004561,CUST00260,AGENT0006,MERCH0081,Bill Payment,51486.35,Success,2024-08-23 16:47:56,,USSD
TXN0004562,CUST00340,AGENT0144,MERCH0008,Transfer,93908.08,Success,2025-05-11 07:12:05,,Mobile App
TXN0004563,CUST00032,AGENT0056,MERCH0035,POS Withdrawal,194579.02,Success,2025-01-02 02:54:58,,Mobile App
TXN0004564,CUST00573,AGENT0085,MERCH0032,Wallet Top-up,270962.29,Success,2024-10-07 18:17:58,,USSD
TXN0004565,CUST00200,AGENT0150,MERCH0040,POS Withdrawal,279231.78,Success,2025-07-30 19:22:22,,Mobile App
TXN0004566,CUST00216,AGENT0012,MERCH0083,QR Payment,196988.83,Failed,2024-08-27 16:54:05,,USSD
TXN0004567,CUST00088,AGENT0002,MERCH0072,Transfer,134291.02,Success,2024-11-08 03:38:12,,Mobile App
TXN0004568,CUST00672,AGENT0073,MERCH0020,Wallet Top-up,276571.82,Success,2024-08-28 11:14:35,,POS
TXN0004569,CUST00369,AGENT0102,MERCH0080,Airtime Purchase,112426.36,Success,2025-03-21 02:46:41,,Web
TXN0004570,CUST00097,AGENT0139,MERCH0083,Bill Payment,77017.49,Success,2025-07-06 17:00:16,,POS
TXN0004571,CUST00695,AGENT0098,MERCH0054,Bill Payment,104779.97,Success,2025-01-01 19:30:18,,Mobile App
TXN0004572,CUST00112,AGENT0089,MERCH0003,Airtime Purchase,58133.76,Success,2024-11-28 21:03:40,,POS
TXN0004573,CUST00456,AGENT0081,MERCH0020,Wallet Top-up,253958.63,Success,2024-11-21 04:51:02,,Mobile App
TXN0004574,CUST00122,AGENT0056,MERCH0083,Wallet Top-up,101201.81,Success,2025-01-10 14:22:51,,Mobile App
TXN0004575,CUST00057,AGENT0072,MERCH0048,QR Payment,240547.92,Failed,2025-01-30 00:26:10,,POS
TXN0004576,CUST00214,AGENT0134,MERCH0010,Transfer,237153.75,Success,2024-10-19 00:16:41,,USSD
TXN0004577,CUST00693,AGENT0006,MERCH0089,Bill Payment,149900.4,Success,2024-11-04 16:54:52,,Mobile App
TXN0004578,CUST00584,AGENT0098,MERCH0082,Transfer,142370.13,Success,2024-12-17 21:32:02,,Mobile App
TXN0004579,CUST00559,AGENT0022,MERCH0028,Transfer,278897.34,Success,2025-01-30 01:56:44,,Web
TXN0004580,CUST00044,AGENT0012,MERCH0019,Wallet Top-up,299364.45,Success,2024-10-17 13:13:39,,USSD
TXN0004581,CUST00592,AGENT0135,MERCH0100,Bill Payment,293005.0,Success,2025-06-29 08:43:01,,Mobile App
TXN0004582,CUST00705,AGENT0071,MERCH0066,Wallet Top-up,265240.67,Success,2024-11-28 05:09:34,,Mobile App
TXN0004583,CUST00119,AGENT0023,MERCH0092,Wallet Top-up,191090.28,Success,2025-06-03 02:46:16,,Mobile App
TXN0004584,CUST00769,AGENT0014,MERCH0039,Bill Payment,75366.28,Success,2025-06-16 17:47:27,,POS
TXN0004585,CUST00731,AGENT0117,MERCH0015,Transfer,142365.63,Success,2025-02-02 21:24:48,,Mobile App
TXN0004586,CUST00354,AGENT0002,MERCH0038,QR Payment,151019.79,Success,2025-08-09 06:00:01,Invalid PIN,Mobile App
TXN0004587,CUST00214,AGENT0060,MERCH0052,Transfer,75189.78,Success,2024-11-06 07:35:07,,Mobile App
TXN0004588,CUST00405,AGENT0025,MERCH0081,Transfer,262318.46,Success,2024-08-23 14:16:50,,POS
TXN0004589,CUST00273,AGENT0056,MERCH0086,Wallet Top-up,123455.58,Success,2024-08-31 10:49:34,Account Frozen,Mobile App
TXN0004590,CUST00537,AGENT0065,MERCH0079,Airtime Purchase,185845.28,Success,2024-09-09 19:28:46,,USSD
TXN0004591,CUST00632,AGENT0065,MERCH0041,QR Payment,229226.55,Failed,2025-01-03 09:49:31,,Mobile App
TXN0004592,CUST00641,AGENT0148,MERCH0076,Transfer,216365.79,Success,2025-03-24 20:37:28,,Mobile App
TXN0004593,CUST00663,AGENT0142,MERCH0065,Transfer,178175.24,Success,2025-05-27 11:41:08,,USSD
TXN0004594,CUST00569,AGENT0106,MERCH0090,Transfer,128378.9,Success,2025-04-25 08:47:21,,Mobile App
TXN0004595,CUST00537,AGENT0129,MERCH0060,Wallet Top-up,122226.71,Success,2024-12-06 20:18:25,,POS
TXN0004596,CUST00249,AGENT0050,MERCH0089,Airtime Purchase,94591.97,Success,2024-11-22 13:29:37,,Mobile App
TXN0004597,CUST00066,AGENT0112,MERCH0096,Transfer,102897.84,Success,2025-02-08 07:25:55,,Mobile App
TXN0004598,CUST00229,AGENT0053,MERCH0003,POS Withdrawal,278300.06,Success,2024-12-04 18:35:05,Insufficient Funds,POS
TXN0004599,CUST00237,AGENT0042,MERCH0059,Wallet Top-up,78414.34,Success,2025-04-01 10:44:52,,Mobile App
TXN0004600,CUST00235,AGENT0075,MERCH0055,Bill Payment,272896.25,Success,2025-04-15 19:54:43,,Mobile App
TXN0004601,CUST00070,AGENT0063,MERCH0027,QR Payment,213866.24,Success,2025-05-13 22:05:20,,Mobile App
TXN0004602,CUST00762,AGENT0124,MERCH0062,Bill Payment,92218.05,Success,2025-07-23 11:29:52,,USSD
TXN0004603,CUST00565,AGENT0077,MERCH0049,Transfer,284279.63,Success,2024-11-20 18:01:49,,Mobile App
TXN0004604,CUST00783,AGENT0091,MERCH0059,Transfer,296074.24,Success,2025-04-20 08:03:24,,Mobile App
TXN0004605,CUST00438,AGENT0087,MERCH0062,Transfer,186357.73,Success,2025-08-04 13:52:08,,Mobile App
TXN0004606,CUST00219,AGENT0057,MERCH0058,Bill Payment,70884.92,Success,2025-03-16 17:17:00,,Mobile App
TXN0004607,CUST00447,AGENT0030,MERCH0032,Transfer,120284.32,Success,2025-01-25 23:42:02,,Mobile App
TXN0004608,CUST00373,AGENT0070,MERCH0033,POS Withdrawal,286949.6,Failed,2025-04-29 10:57:13,,Mobile App
TXN0004609,CUST00631,AGENT0076,MERCH0031,Transfer,128830.93,Success,2024-09-17 15:13:34,,USSD
TXN0004610,CUST00136,AGENT0064,MERCH0038,QR Payment,95305.98,Success,2024-12-20 15:18:35,Insufficient Funds,Mobile App
TXN0004611,CUST00322,AGENT0075,MERCH0071,Transfer,224935.13,Failed,2025-02-10 15:55:12,,USSD
TXN0004612,CUST00373,AGENT0109,MERCH0033,Bill Payment,161987.71,Success,2025-06-09 09:07:45,Invalid PIN,USSD
TXN0004613,CUST00055,AGENT0119,MERCH0097,POS Withdrawal,181096.51,Success,2025-06-28 06:01:47,,USSD
TXN0004614,CUST00738,AGENT0084,MERCH0028,POS Withdrawal,190387.98,Failed,2025-04-16 02:15:29,,USSD
TXN0004615,CUST00595,AGENT0069,MERCH0032,Transfer,275510.12,Success,2025-03-19 09:01:27,Invalid PIN,Mobile App
TXN0004616,CUST00193,AGENT0006,MERCH0009,Transfer,153238.32,Success,2024-12-29 03:12:40,,POS
TXN0004617,CUST00374,AGENT0035,MERCH0061,Wallet Top-up,127378.42,Success,2025-05-19 18:52:44,,Mobile App
TXN0004618,CUST00142,AGENT0108,MERCH0018,Wallet Top-up,285805.74,Success,2024-11-23 12:21:22,,USSD
TXN0004619,CUST00472,AGENT0149,MERCH0062,Transfer,14181.3,Success,2025-03-14 07:01:33,,Mobile App
TXN0004620,CUST00176,AGENT0046,MERCH0016,Transfer,246927.68,Failed,2025-06-12 09:15:15,,Mobile App
TXN0004621,CUST00313,AGENT0080,MERCH0037,Bill Payment,131168.38,Success,2025-06-22 23:28:18,,Mobile App
TXN0004622,CUST00413,AGENT0130,MERCH0053,Wallet Top-up,254732.45,Success,2025-06-08 09:01:42,,Web
TXN0004623,CUST00295,AGENT0061,MERCH0089,Bill Payment,146454.31,Success,2024-10-25 04:32:04,,POS
TXN0004624,CUST00304,AGENT0049,MERCH0033,Transfer,22232.38,Success,2024-12-10 06:23:50,,POS
TXN0004625,CUST00549,AGENT0012,MERCH0021,Wallet Top-up,49641.82,Success,2025-04-28 05:26:12,,Web
TXN0004626,CUST00360,AGENT0032,MERCH0058,Wallet Top-up,91870.63,Success,2024-10-25 01:32:06,,Mobile App
TXN0004627,CUST00624,AGENT0133,MERCH0011,Airtime Purchase,34187.29,Success,2025-05-02 14:00:41,,USSD
TXN0004628,CUST00660,AGENT0018,MERCH0087,Airtime Purchase,260472.89,Success,2025-05-10 10:11:44,,USSD
TXN0004629,CUST00302,AGENT0078,MERCH0064,QR Payment,69633.45,Success,2025-03-23 03:39:38,,Mobile App
TXN0004630,CUST00192,AGENT0114,MERCH0085,QR Payment,298142.99,Success,2025-02-04 18:34:08,,Mobile App
TXN0004631,CUST00060,AGENT0024,MERCH0039,POS Withdrawal,89565.17,Success,2025-07-05 22:26:35,,USSD
TXN0004632,CUST00118,AGENT0093,MERCH0011,Transfer,134157.9,Success,2024-09-14 16:47:37,,Mobile App
TXN0004633,CUST00546,AGENT0065,MERCH0097,Transfer,268782.49,Success,2025-06-04 12:45:52,,Mobile App
TXN0004634,CUST00704,AGENT0097,MERCH0052,Bill Payment,186084.51,Success,2024-10-25 21:51:57,,Mobile App
TXN0004635,CUST00162,AGENT0060,MERCH0096,Transfer,266589.95,Success,2024-12-02 09:53:08,,Mobile App
TXN0004636,CUST00126,AGENT0116,MERCH0041,Bill Payment,187519.1,Success,2025-06-22 21:26:53,,USSD
TXN0004637,CUST00183,AGENT0026,MERCH0013,Transfer,88844.54,Success,2024-08-27 06:26:15,Invalid PIN,USSD
TXN0004638,CUST00599,AGENT0084,MERCH0040,Airtime Purchase,120080.58,Success,2024-08-24 06:59:09,,Mobile App
TXN0004639,CUST00785,AGENT0064,MERCH0095,Bill Payment,129632.92,Success,2025-03-01 11:05:24,,Mobile App
TXN0004640,CUST00086,AGENT0149,MERCH0029,Transfer,61012.09,Success,2025-02-04 03:31:30,Network Error,Mobile App
TXN0004641,CUST00585,AGENT0067,MERCH0084,Bill Payment,104607.15,Success,2024-10-13 02:13:31,Network Error,Mobile App
TXN0004642,CUST00595,AGENT0074,MERCH0096,Wallet Top-up,290185.67,Failed,2025-06-12 02:53:28,,Mobile App
TXN0004643,CUST00405,AGENT0039,MERCH0060,Transfer,30134.91,Success,2025-08-03 21:43:30,,POS
TXN0004644,CUST00256,AGENT0059,MERCH0096,QR Payment,259147.45,Success,2024-11-19 11:52:24,,Web
TXN0004645,CUST00299,AGENT0145,MERCH0021,Transfer,227340.74,Success,2024-11-29 22:49:41,,Mobile App
TXN0004646,CUST00151,AGENT0059,MERCH0066,Wallet Top-up,276125.95,Success,2024-09-06 00:09:34,,Mobile App
TXN0004647,CUST00574,AGENT0009,MERCH0065,Wallet Top-up,240943.91,Success,2024-12-08 04:54:50,,Mobile App
TXN0004648,CUST00112,AGENT0136,MERCH0010,QR Payment,270425.48,Success,2025-06-12 08:24:05,,Mobile App
TXN0004649,CUST00702,AGENT0097,MERCH0069,QR Payment,26650.15,Success,2024-11-10 12:32:57,,USSD
TXN0004650,CUST00736,AGENT0004,MERCH0078,QR Payment,121079.36,Success,2025-07-15 21:50:25,,Mobile App
TXN0004651,CUST00531,AGENT0106,MERCH0061,Airtime Purchase,278631.94,Success,2024-09-16 14:18:01,,Web
TXN0004652,CUST00172,AGENT0128,MERCH0091,Transfer,63904.1,Success,2024-11-26 22:43:40,,USSD
TXN0004653,CUST00087,AGENT0016,MERCH0010,Transfer,61220.81,Success,2024-09-15 01:53:04,,Mobile App
TXN0004654,CUST00244,AGENT0087,MERCH0031,Transfer,288860.51,Success,2025-07-31 04:13:54,,Web
TXN0004655,CUST00460,AGENT0050,MERCH0029,QR Payment,100749.62,Success,2025-01-26 19:52:10,,Mobile App
TXN0004656,CUST00736,AGENT0015,MERCH0077,Bill Payment,98445.83,Success,2024-12-24 23:00:29,,POS
TXN0004657,CUST00512,AGENT0140,MERCH0034,Bill Payment,184248.13,Success,2025-02-09 00:31:57,Insufficient Funds,Mobile App
TXN0004658,CUST00693,AGENT0061,MERCH0008,Transfer,189762.32,Success,2025-06-09 07:04:14,,Mobile App
TXN0004659,CUST00095,AGENT0015,MERCH0043,Bill Payment,269848.08,Success,2024-08-28 18:53:24,,Mobile App
TXN0004660,CUST00358,AGENT0127,MERCH0012,Transfer,10700.61,Success,2024-11-29 09:34:46,,USSD
TXN0004661,CUST00680,AGENT0011,MERCH0033,QR Payment,225303.76,Success,2025-03-28 22:31:06,,USSD
TXN0004662,CUST00288,AGENT0143,MERCH0080,Wallet Top-up,155370.26,Success,2025-08-11 08:01:30,,POS
TXN0004663,CUST00459,AGENT0140,MERCH0070,Transfer,200048.15,Success,2025-06-18 15:58:30,,Mobile App
TXN0004664,CUST00439,AGENT0148,MERCH0090,Wallet Top-up,152757.0,Success,2025-01-27 03:49:18,,Mobile App
TXN0004665,CUST00367,AGENT0139,MERCH0048,Wallet Top-up,232709.27,Success,2024-11-20 09:58:53,,Mobile App
TXN0004666,CUST00732,AGENT0121,MERCH0075,Transfer,229972.01,Success,2024-12-20 02:39:14,,Mobile App
TXN0004667,CUST00514,AGENT0126,MERCH0025,Transfer,270013.62,Success,2025-02-24 07:17:47,,USSD
TXN0004668,CUST00413,AGENT0056,MERCH0012,Transfer,281884.77,Success,2024-09-09 10:45:14,Account Frozen,USSD
TXN0004669,CUST00096,AGENT0125,MERCH0022,Wallet Top-up,66553.86,Success,2024-12-23 05:31:45,,Mobile App
TXN0004670,CUST00199,AGENT0030,MERCH0009,Bill Payment,295555.96,Success,2025-07-09 17:43:09,,Mobile App
TXN0004671,CUST00797,AGENT0126,MERCH0039,Airtime Purchase,177199.88,Success,2025-06-26 22:49:09,,USSD
TXN0004672,CUST00055,AGENT0076,MERCH0011,Wallet Top-up,210984.75,Success,2025-01-16 21:15:17,,Mobile App
TXN0004673,CUST00133,AGENT0058,MERCH0087,Bill Payment,200320.24,Success,2024-12-25 14:10:20,,Mobile App
TXN0004674,CUST00229,AGENT0122,MERCH0002,QR Payment,258409.76,Success,2025-04-11 21:59:21,,USSD
TXN0004675,CUST00514,AGENT0032,MERCH0052,Transfer,200839.22,Success,2025-01-18 00:34:38,Account Frozen,POS
TXN0004676,CUST00246,AGENT0047,MERCH0034,Wallet Top-up,245852.11,Success,2025-08-09 14:56:58,,Mobile App
TXN0004677,CUST00487,AGENT0127,MERCH0024,Wallet Top-up,108875.8,Success,2025-07-09 03:12:48,,USSD
TXN0004678,CUST00636,AGENT0123,MERCH0050,Wallet Top-up,261249.74,Success,2024-08-17 18:08:25,,POS
TXN0004679,CUST00042,AGENT0112,MERCH0056,Transfer,155685.49,Success,2025-04-05 02:57:33,,USSD
TXN0004680,CUST00383,AGENT0115,MERCH0094,Transfer,78661.74,Success,2025-06-19 06:35:11,Insufficient Funds,POS
TXN0004681,CUST00149,AGENT0122,MERCH0001,Transfer,221671.99,Success,2024-11-12 15:12:33,,Mobile App
TXN0004682,CUST00780,AGENT0087,MERCH0030,Bill Payment,49451.28,Success,2025-02-23 22:31:07,,POS
TXN0004683,CUST00794,AGENT0094,MERCH0020,Wallet Top-up,289227.15,Success,2025-03-03 08:54:18,,POS
TXN0004684,CUST00480,AGENT0123,MERCH0023,Transfer,264652.36,Success,2024-11-23 12:33:47,,Web
TXN0004685,CUST00645,AGENT0026,MERCH0039,Bill Payment,58338.57,Success,2025-06-25 20:31:44,,POS
TXN0004686,CUST00196,AGENT0117,MERCH0070,Transfer,116312.51,Failed,2024-11-29 03:26:18,Account Frozen,Mobile App
TXN0004687,CUST00041,AGENT0007,MERCH0015,Transfer,115365.37,Success,2024-11-04 14:10:56,,Mobile App
TXN0004688,CUST00458,AGENT0049,MERCH0087,Bill Payment,34294.5,Success,2025-03-30 12:10:33,,POS
TXN0004689,CUST00780,AGENT0102,MERCH0015,Airtime Purchase,207487.04,Failed,2025-01-28 10:03:35,,Mobile App
TXN0004690,CUST00064,AGENT0075,MERCH0069,Transfer,226929.12,Success,2025-03-16 03:45:25,Network Error,Web
TXN0004691,CUST00563,AGENT0015,MERCH0095,Transfer,92876.19,Success,2025-04-15 17:28:56,,Mobile App
TXN0004692,CUST00353,AGENT0008,MERCH0071,Transfer,154851.31,Success,2025-02-17 23:16:09,,Mobile App
TXN0004693,CUST00430,AGENT0145,MERCH0055,Transfer,205153.24,Success,2025-08-09 06:59:10,,USSD
TXN0004694,CUST00197,AGENT0020,MERCH0031,Transfer,219017.09,Success,2025-03-08 05:56:43,,Mobile App
TXN0004695,CUST00459,AGENT0044,MERCH0037,Transfer,286103.11,Success,2024-09-18 14:30:05,,POS
TXN0004696,CUST00229,AGENT0096,MERCH0027,Airtime Purchase,208270.43,Success,2025-06-06 22:22:59,,Mobile App
TXN0004697,CUST00158,AGENT0055,MERCH0046,Transfer,195743.63,Success,2024-08-18 20:13:06,,USSD
TXN0004698,CUST00539,AGENT0138,MERCH0044,Transfer,166904.6,Success,2024-12-31 02:09:12,,Mobile App
TXN0004699,CUST00377,AGENT0089,MERCH0026,Wallet Top-up,76981.73,Success,2025-04-21 01:08:14,,Mobile App
TXN0004700,CUST00497,AGENT0009,MERCH0063,Transfer,194307.13,Success,2025-01-14 17:27:50,,POS
TXN0004701,CUST00094,AGENT0113,MERCH0050,QR Payment,205324.12,Success,2024-09-13 10:34:08,,USSD
TXN0004702,CUST00491,AGENT0119,MERCH0036,Transfer,185378.22,Success,2025-01-25 23:21:50,,Mobile App
TXN0004703,CUST00205,AGENT0094,MERCH0092,Wallet Top-up,295995.55,Success,2025-03-18 13:31:32,,POS
TXN0004704,CUST00537,AGENT0134,MERCH0035,Transfer,46041.51,Success,2025-02-05 01:58:18,,Mobile App
TXN0004705,CUST00245,AGENT0071,MERCH0067,Wallet Top-up,237729.39,Success,2025-03-25 05:47:43,,Mobile App
TXN0004706,CUST00111,AGENT0005,MERCH0083,QR Payment,160102.03,Success,2024-09-18 19:12:23,,Mobile App
TXN0004707,CUST00578,AGENT0050,MERCH0018,Transfer,259862.59,Success,2025-01-03 02:03:50,,Mobile App
TXN0004708,CUST00129,AGENT0125,MERCH0030,Bill Payment,82619.89,Success,2025-06-24 06:04:27,,Mobile App
TXN0004709,CUST00150,AGENT0127,MERCH0091,Wallet Top-up,155665.81,Success,2024-10-05 01:35:03,Network Error,Mobile App
TXN0004710,CUST00185,AGENT0032,MERCH0017,Transfer,250240.18,Success,2024-09-29 23:40:52,,Mobile App
TXN0004711,CUST00494,AGENT0128,MERCH0012,Transfer,5767.29,Success,2025-01-18 08:01:53,,Mobile App
TXN0004712,CUST00522,AGENT0119,MERCH0033,Wallet Top-up,282090.52,Success,2025-02-12 18:15:51,,POS
TXN0004713,CUST00032,AGENT0059,MERCH0032,Wallet Top-up,18325.31,Success,2025-04-12 02:39:44,,POS
TXN0004714,CUST00589,AGENT0077,MERCH0059,QR Payment,76123.95,Success,2024-12-28 21:14:41,,POS
TXN0004715,CUST00518,AGENT0125,MERCH0043,Wallet Top-up,233063.9,Success,2025-06-29 18:36:47,Invalid PIN,Mobile App
TXN0004716,CUST00137,AGENT0124,MERCH0015,Transfer,502.34,Success,2025-01-18 11:50:08,,POS
TXN0004717,CUST00596,AGENT0018,MERCH0067,QR Payment,155308.97,Success,2025-05-10 22:30:18,,Mobile App
TXN0004718,CUST00009,AGENT0059,MERCH0050,Wallet Top-up,75488.65,Success,2025-01-02 04:19:37,,USSD
TXN0004719,CUST00031,AGENT0135,MERCH0091,QR Payment,205009.8,Success,2025-06-16 14:18:47,,Mobile App
TXN0004720,CUST00596,AGENT0133,MERCH0058,Wallet Top-up,71084.3,Success,2025-07-26 10:10:03,,Mobile App
TXN0004721,CUST00427,AGENT0036,MERCH0009,QR Payment,32367.71,Success,2025-02-04 12:51:21,,POS
TXN0004722,CUST00452,AGENT0016,MERCH0039,Transfer,28636.98,Success,2024-08-28 23:09:48,,Mobile App
TXN0004723,CUST00550,AGENT0119,MERCH0009,Wallet Top-up,255696.08,Success,2025-06-08 20:41:10,Insufficient Funds,Mobile App
TXN0004724,CUST00635,AGENT0082,MERCH0071,Transfer,197821.95,Success,2025-08-11 18:04:53,,POS
TXN0004725,CUST00551,AGENT0031,MERCH0058,Bill Payment,107542.61,Success,2024-12-24 19:53:14,,POS
TXN0004726,CUST00733,AGENT0136,MERCH0037,Bill Payment,67461.11,Success,2025-08-11 18:54:21,,USSD
TXN0004727,CUST00550,AGENT0075,MERCH0006,Bill Payment,152647.94,Success,2024-10-15 04:10:29,,Mobile App
TXN0004728,CUST00465,AGENT0036,MERCH0003,POS Withdrawal,284701.5,Success,2025-01-03 21:50:31,,Mobile App
TXN0004729,CUST00296,AGENT0060,MERCH0095,Transfer,247990.71,Failed,2025-01-18 08:40:02,,Mobile App
TXN0004730,CUST00721,AGENT0085,MERCH0013,Bill Payment,157620.74,Success,2024-11-28 05:55:46,,Mobile App
TXN0004731,CUST00231,AGENT0054,MERCH0082,Wallet Top-up,109515.13,Success,2024-11-03 01:22:22,,Mobile App
TXN0004732,CUST00383,AGENT0050,MERCH0002,Transfer,278774.93,Success,2024-12-19 06:48:07,,Mobile App
TXN0004733,CUST00418,AGENT0099,MERCH0092,POS Withdrawal,100320.11,Success,2025-07-25 17:41:27,,POS
TXN0004734,CUST00611,AGENT0101,MERCH0011,Transfer,38468.79,Success,2024-09-15 23:10:59,,POS
TXN0004735,CUST00684,AGENT0014,MERCH0069,Airtime Purchase,213867.0,Success,2025-03-02 12:25:35,,POS
TXN0004736,CUST00767,AGENT0037,MERCH0081,Transfer,192138.5,Success,2025-04-13 11:57:38,,Mobile App
TXN0004737,CUST00171,AGENT0069,MERCH0011,POS Withdrawal,97284.65,Failed,2025-05-27 03:39:41,Account Frozen,Mobile App
TXN0004738,CUST00533,AGENT0109,MERCH0037,Transfer,72757.01,Success,2024-11-30 08:57:30,,Mobile App
TXN0004739,CUST00431,AGENT0010,MERCH0038,Airtime Purchase,151419.17,Success,2024-09-25 09:12:52,,Mobile App
TXN0004740,CUST00654,AGENT0012,MERCH0043,Airtime Purchase,153742.27,Success,2025-02-11 04:10:56,,USSD
TXN0004741,CUST00496,AGENT0136,MERCH0073,Wallet Top-up,214730.46,Success,2025-04-11 03:31:15,,USSD
TXN0004742,CUST00284,AGENT0139,MERCH0003,Airtime Purchase,111057.41,Success,2025-04-20 02:26:21,,Mobile App
TXN0004743,CUST00274,AGENT0023,MERCH0015,Bill Payment,89751.77,Success,2024-11-21 00:31:13,,Mobile App
TXN0004744,CUST00156,AGENT0031,MERCH0057,Wallet Top-up,67634.39,Success,2025-05-01 16:13:03,,Mobile App
TXN0004745,CUST00591,AGENT0072,MERCH0043,Wallet Top-up,181157.65,Success,2025-04-20 03:50:02,,USSD
